RANK,NAME,id joueur,date of birth,country,continent,place of birth,LAT PLAYER,LONG PLAYER,image,TEAM,logo image,headquarters location,LAT TEAM,LONG TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
371,James Bouknight,James Bouknight,2000-09-18T00:00:00Z,United States of America,North America,Brooklyn,40.692777777778,-73.990277777778,,Charlotte Hornets,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Charlotte_Hornets_%282014%29.svg/800px-Charlotte_Hornets_%282014%29.svg.png,Charlotte,35.226944444444,-80.843333333333,guard,22.6,34,15.2,19.5,14.2,30,0.667,84,0.429,109,0.303,0.443,0.463,5.6,2.1,1.2,0.4,0.1,0.9,7.7,6.8,8.9,6.4,90.4,109.6
372,Alex Caruso,Alex Caruso,1994-02-28T00:00:00Z,United States of America,North America,College Station,30.601388888889,-96.314444444444,Alex Caruso (52480104636) (cropped).jpg,Chicago Bulls,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Chicago_Bulls_logo.svg/1200px-Chicago_Bulls_logo.svg.png,Chicago,41.85003,-87.65005,guard,29.1,67,23.5,11.1,21.2,73,0.808,135,0.556,151,0.364,0.551,0.588,5.6,2.9,2.9,1.5,0.7,1.1,8.5,8.5,11.4,6.1,115.1,104
373,Montrezl Harrell,Montrezl Harrell,1994-01-26T00:00:00Z,United States of America,North America,Tarboro,35.902777777778,-77.545833333333,Montrezl Harrell (51815771781) (cropped).jpg,Philadelphia 76ers,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Philadelphia_76ers_logo.svg/1200px-Philadelphia_76ers_logo.svg.png,Philadelphia,39.952777777778,-75.163611111111,forward,29.2,57,11.9,18.9,14.3,101,0.693,203,0.616,6,0,0.598,0.631,5.6,2.8,0.6,0.3,0.4,0.6,8.4,6.2,9,7.1,125.1,105.1
374,Kevin Knox,Kevin Knox,1999-08-11T00:00:00Z,United States of America,North America,Phoenix,33.44833333333333,-112.07388888888889,Kevin Knox (cropped).jpg,Detroit Pistons,https://upload.wikimedia.org/wikipedia/commons/3/39/Logo_of_the_Detroit_Pistons.png,Detroit,42.331666666667,-83.0475,forward,23.7,42,14.1,16.2,15.1,33,0.788,63,0.651,116,0.371,0.589,0.612,5.6,2.6,0.4,0.3,0.3,0.8,8.2,6,8.6,5.1,109.6,108.6
375,Davion Mitchell,Davion Mitchell,1998-09-05T00:00:00Z,United States of America,North America,Hinesville,31.8325,-81.6117,Davion Mitchell.jpg,Sacramento Kings,https://upload.wikimedia.org/wikipedia/fr/thumb/9/95/Kings_de_Sacramento_logo.svg/1200px-Kings_de_Sacramento_logo.svg.png,Sacramento,38.575277777778,-121.48611111111,guard,24.6,80,18.1,14.1,13.4,31,0.806,202,0.584,197,0.32,0.533,0.545,5.6,1.3,2.3,0.6,0.2,0.8,6.9,7.9,9.3,5.7,111.3,112.9
376,Payton Pritchard,Payton Pritchard,1998-01-28T00:00:00Z,United States of America,North America,Tualatin,45.374808,-122.770067,Payton Pritchard (cropped).jpg,Boston Celtics,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Boston_Celtics.svg/1200px-Boston_Celtics.svg.png,Boston,42.360277777777775,-71.05777777777777,guard,25.2,48,13.4,19.9,14,16,0.75,91,0.495,154,0.364,0.527,0.536,5.6,1.8,1.3,0.3,0,0.8,7.5,7,8.8,7,104.9,110.2
377,Derrick Rose,Derrick Rose,1988-10-04T00:00:00Z,United States of America,North America,Chicago,41.85003,-87.65005,Derrick Rose (37670935991).jpg,New York Knicks,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/New_York_Knicks_logo.svg/1200px-New_York_Knicks_logo.svg.png,New York City,40.7,-74,guard,34.5,27,12.5,23.6,12.1,12,0.917,96,0.438,63,0.302,0.443,0.463,5.6,1.5,1.7,0.3,0.2,0.8,7.1,7.3,8.8,7.8,99.4,113.7
378,Yuta Watanabe,Yuta Watanabe,1994-10-13T00:00:00Z,Japan,Asia,Miki,34.79691666666667,134.99019444444446,Yuta Watanabe 20230825 Basketball World Cup 01.jpg,Brooklyn Nets,https://logodownload.org/wp-content/uploads/2021/04/brooklyn-nets-logo-2.png,Brooklyn,40.692777777778,-73.990277777778,guard,28.5,58,16,13.1,8.7,47,0.723,97,0.557,135,0.444,0.621,0.637,5.6,2.4,0.8,0.4,0.3,0.4,8,6.4,8.8,5.5,125.4,109.9
379,Goran Dragić,Goran Dragić,1986-05-06T00:00:00Z,Slovenia,Europe,Ljubljana,46.05138888888889,14.50611111111111,EuroBasket 2017 Finland vs Slovenia 37 (Goran Dragić cropped).jpg,Milwaukee Bucks,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Milwaukee_Bucks_logo.svg/1200px-Milwaukee_Bucks_logo.svg.png,Milwaukee,43.05,-87.95,guard,36.9,7,11.8,22.7,16.1,4,1,19,0.368,17,0.412,0.486,0.516,5.6,1.7,1.7,0.3,0,1,7.3,7.3,9,8.6,103.7,113.7
380,Wenyen Gabriel,Wenyen Gabriel,1997-03-26T00:00:00Z,Sudan,Africa,Khartoum,15.60308,32.52654,"Wenyen Gabriel (March 21, 2022) (cropped).jpg",Los Angeles Lakers,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Los_Angeles_Lakers_logo.svg/1200px-Los_Angeles_Lakers_logo.svg.png,Los Angeles,34.05223,-118.24368,forward,26,68,15.1,14.1,15,84,0.619,224,0.647,36,0.278,0.615,0.626,5.5,4.2,0.5,0.4,0.5,0.7,9.7,6,10.2,6,124.5,101.4
381,Nikola Jović,Nikola Jović,2003-06-09T00:00:00Z,United Kingdom,Europe,Leicester,52.633333333333,-1.1333333333333,,Miami Heat,https://upload.wikimedia.org/wikipedia/fr/thumb/1/1c/Miami_Heat_-_Logo.svg/1200px-Miami_Heat_-_Logo.svg.png,Miami,25.783333333333,-80.216666666667,forward,19.8,15,13.6,19,12.6,19,0.947,34,0.588,35,0.229,0.464,0.53,5.5,2.1,0.7,0.5,0.1,0.7,7.5,6.1,8.2,5.9,106,106.5
382,Otto Porter,Otto Porter,1993-06-03T00:00:00Z,United States of America,North America,St. Louis,38.62638888888889,-90.19944444444444,Otto Porter Jr. spins ball on finger (50595920922).jpg,Toronto Raptors,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Toronto_Raptors_logo.svg/1200px-Toronto_Raptors_logo.svg.png,Toronto,43.670277777778,-79.386666666667,forward,29.9,8,18.3,10.9,11.6,8,1,13,0.692,17,0.353,0.6,0.656,5.5,2.4,1,1.4,0,0.5,7.9,6.5,8.9,5.2,132.3,111.6
383,Jarrell Brantley,Jarrell Brantley,1996-06-07T00:00:00Z,United States of America,North America,Charleston,32.78333333333333,-79.93194444444444,Jarrell Brantley - Utah Jazz.jpg,Utah Jazz,https://logodownload.org/wp-content/uploads/2021/07/utah-jazz-logo-0.png,Salt Lake City,40.75,-111.88333333333,forward,26.8,4,9.8,18.1,12.2,2,1,5,0.8,9,0.444,0.714,0.739,5.5,1.5,0.8,0,0.5,0.5,7,6.3,7.8,7.7,133.9,113.7
384,Darius Bazley,Darius Bazley,2000-06-12T00:00:00Z,United States of America,North America,Boston,42.360277777777775,-71.05777777777777,Darius Bazley (51816114214) (cropped).jpg,Oklahoma City Thunder,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Oklahoma_City_Thunder.svg/1200px-Oklahoma_City_Thunder.svg.png,Oklahoma City,35.4823,-97.5352,forward,22.8,36,15.4,15.7,12.2,65,0.554,113,0.469,45,0.4,0.506,0.525,5.4,3.4,0.9,0.5,0.8,0.6,8.8,6.3,9.7,6.6,108.4,110.4
385,Jamal Cain,Jamal Cain,1999-03-20T00:00:00Z,United States of America,North America,Pontiac,42.646111111111,-83.2925,,Miami Heat,https://upload.wikimedia.org/wikipedia/fr/thumb/1/1c/Miami_Heat_-_Logo.svg/1200px-Miami_Heat_-_Logo.svg.png,Miami,25.783333333333,-80.216666666667,forward,24.1,18,13.3,15.1,8.3,22,0.773,46,0.652,20,0.35,0.614,0.647,5.4,2.9,0.7,0.6,0.1,0.3,8.3,6.1,9,6.7,132.2,105.1
386,Devonte' Graham,Devonte' Graham,1995-02-22T00:00:00Z,United States of America,North America,Raleigh,35.78,-78.64,Devonte Graham.jpg,New Orleans Pelicans,https://upload.wikimedia.org/wikipedia/fr/thumb/e/e2/New_Orleans_Pelicans_2023.png/260px-New_Orleans_Pelicans_2023.png,New Orleans,29.976111111111113,-90.07833333333333,guard,28.1,53,15.3,15,10.5,59,0.746,41,0.463,190,0.347,0.511,0.545,5.3,1.4,2.2,0.6,0.2,0.5,6.6,7.5,8.8,6.6,118.4,111.1
387,Bryce McGowens,Bryce McGowens,2002-11-08T00:00:00Z,United States of America,North America,Pendleton,34.650555555556,-82.780833333333,Bryce McGowens.jpg,Charlotte Hornets,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Charlotte_Hornets_%282014%29.svg/800px-Charlotte_Hornets_%282014%29.svg.png,Charlotte,35.226944444444,-80.843333333333,guard,20.4,46,17.1,15,17.5,80,0.75,122,0.443,80,0.325,0.46,0.519,5.3,2,1.2,0.3,0.1,0.9,7.4,6.5,8.5,5.5,100.4,114.7
388,Lamar Stevens,Lamar Stevens,1997-06-09T00:00:00Z,United States of America,North America,Philadelphia,39.952777777778,-75.163611111111,Lamar Stevens.jpg,Cleveland Cavaliers,https://upload.wikimedia.org/wikipedia/fr/0/06/Cavs_de_Cleveland_logo_2017.png,Cleveland,41.482222222222,-81.669722222222,forward,25.8,62,18.1,13.6,8.6,57,0.702,193,0.513,95,0.316,0.5,0.524,5.3,3.4,0.5,0.4,0.3,0.4,8.6,5.8,9.2,4.6,109.4,106.7
389,Rudy Gay,Rudy Gay,1986-08-17T00:00:00Z,United States of America,North America,Baltimore,39.286388888889,-76.615,Rudy Gay Kings.jpg,Utah Jazz,https://logodownload.org/wp-content/uploads/2021/07/utah-jazz-logo-0.png,Salt Lake City,40.75,-111.88333333333,forward,36.6,56,14.6,17.7,11.4,49,0.857,157,0.484,130,0.254,0.437,0.475,5.2,2.9,1,0.3,0.3,0.7,8.1,6.3,9.2,6.8,100.9,110.8
390,Javonte Green,Javonte Green,1993-07-23T00:00:00Z,United States of America,North America,Petersburg,37.21295,-77.400417,Javonte Green (cropped).jpg,Chicago Bulls,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Chicago_Bulls_logo.svg/1200px-Chicago_Bulls_logo.svg.png,Chicago,41.85003,-87.65005,guard,29.7,32,15,13.6,15.6,45,0.667,73,0.658,35,0.371,0.625,0.646,5.2,2.8,0.7,0.8,0.7,0.6,7.9,5.9,8.6,5.8,123.1,103.1
391,George Jesse Hill,George Hill,1986-05-04T00:00:00Z,United States of America,North America,Indianapolis,39.768611111111,-86.158055555556,George Hill San Antonio Spurs.jpg,Indiana Pacers,https://upload.wikimedia.org/wikipedia/fr/4/48/Pacers_de_l%27Indiana_2017.png,Indianapolis,39.768611111111,-86.158055555556,guard,36.9,11,15.1,11.3,16.9,9,0.889,13,0.615,21,0.524,0.721,0.751,5.2,1.6,1.9,0.6,0.3,0.6,6.8,7.1,8.7,6.6,138.4,114
392,Zeke Nnaji,Zeke Nnaji,2001-01-09T00:00:00Z,United States of America,North America,Minneapolis,44.981944444444444,-93.26916666666666,Zeke Nnaji.jpg,Denver Nuggets,https://upload.wikimedia.org/wikipedia/fr/3/35/Nuggets_de_Denver_2018.png,Denver,39.739166666667,-104.98472222222,forward,22.2,53,13.7,15.2,13.6,62,0.645,131,0.71,65,0.262,0.605,0.62,5.2,2.6,0.3,0.3,0.4,0.6,7.8,5.6,8.2,4.7,120.8,103.5
393,Ricky Rubio,Ricky Rubio,1990-10-21T00:00:00Z,Spain,Europe,El Masnou,41.481666666667,2.3177777777778,Ricky Rubio (51657225617).jpg,Cleveland Cavaliers,https://upload.wikimedia.org/wikipedia/fr/0/06/Cavs_de_Cleveland_logo_2017.png,Cleveland,41.482222222222,-81.669722222222,guard,32.5,33,17.2,17.7,14.8,35,0.8,96,0.417,82,0.256,0.402,0.442,5.2,2.1,3.5,0.8,0.2,0.9,7.3,8.7,10.8,7.8,103.1,104
394,Lindy Waters III,Lindy Waters III,1997-07-28T00:00:00Z,United States of America,North America,Norman,35.22083333333333,-97.44361111111111,,Oklahoma City Thunder,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Oklahoma_City_Thunder.svg/1200px-Oklahoma_City_Thunder.svg.png,Oklahoma City,35.4823,-97.5352,forward,25.7,41,12.9,15.5,5.3,20,0.8,16,0.75,162,0.358,0.556,0.573,5.2,1.8,0.7,0.3,0.3,0.2,7,5.9,7.7,5.8,119.8,111
395,MarJon Beauchamp,MarJon Beauchamp,2001-10-12T00:00:00Z,United States of America,North America,Yakima,46.601944444444,-120.50777777778,MarJon Beauchamp.png,Milwaukee Bucks,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Milwaukee_Bucks_logo.svg/1200px-Milwaukee_Bucks_logo.svg.png,Milwaukee,43.05,-87.95,forward,22.5,52,13.5,18.3,15.6,37,0.73,101,0.485,142,0.331,0.492,0.513,5.1,2.2,0.7,0.4,0.1,0.9,7.3,5.8,8,5.9,99.5,105
396,DeAndre Jordan,DeAndre Jordan,1988-07-21T00:00:00Z,United States of America,North America,Houston,29.762777777778,-95.383055555556,DeAndre Jordan.jpg,Denver Nuggets,https://upload.wikimedia.org/wikipedia/fr/3/35/Nuggets_de_Denver_2018.png,Denver,39.739166666667,-104.98472222222,center,34.7,39,15,13.7,29.4,48,0.458,114,0.763,1,1,0.77,0.731,5.1,5.2,0.9,0.3,0.6,1.2,10.3,6,11.2,7.7,117.1,101.9
397,John Konchar,John Konchar,1996-03-22T00:00:00Z,United States of America,North America,West Chicago,41.9021603,-88.2419807,John Konchar.jpg,Memphis Grizzlies,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Memphis_Grizzlies.svg/1200px-Memphis_Grizzlies.svg.png,Memphis,35.1175,-89.971111111111,guard,27,72,20.7,10.4,10.4,36,0.778,143,0.545,177,0.339,0.525,0.542,5.1,4.3,1.4,1.1,0.3,0.5,9.3,6.4,10.7,6.1,116.8,105.6
398,Vlatko Čančar,Vlatko Čančar,1997-04-10T00:00:00Z,Slovenia,Europe,Koper,45.547542728,13.7306571,Vlatko Čančar.jpg,Denver Nuggets,https://upload.wikimedia.org/wikipedia/fr/3/35/Nuggets_de_Denver_2018.png,Denver,39.739166666667,-104.98472222222,forward,26,60,14.8,13.8,14,43,0.907,112,0.58,115,0.374,0.57,0.606,5,2.1,1.3,0.4,0.2,0.6,7.1,6.3,8.4,6.5,118.9,108.5
399,Isaiah Hartenstein,Isaiah Hartenstein,1998-05-05T00:00:00Z,United States of America,North America,Eugene,44.051944444444,-123.08555555556,Isaiah Hartenstein with the Clippers in 2022 (cropped).jpg,New York Knicks,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/New_York_Knicks_logo.svg/1200px-New_York_Knicks_logo.svg.png,New York City,40.7,-74,center,24.9,82,19.9,11.2,16.8,71,0.676,290,0.576,37,0.216,0.547,0.567,5,6.5,1.2,0.6,0.8,0.8,11.5,6.2,12.7,6.8,124.6,101.3
400,Jaxson Hayes,Jaxson Hayes,2000-05-23T00:00:00Z,United States of America,North America,Norman,35.22083333333333,-97.44361111111111,Jaxson hayes.jpg,New Orleans Pelicans,https://upload.wikimedia.org/wikipedia/fr/thumb/e/e2/New_Orleans_Pelicans_2023.png/260px-New_Orleans_Pelicans_2023.png,New Orleans,29.976111111111113,-90.07833333333333,center,22.9,47,13,15.7,16.6,83,0.699,127,0.654,29,0.103,0.561,0.605,5,2.8,0.7,0.4,0.4,0.7,7.8,5.7,8.5,6.6,117.7,103.7
401,George Jesse Hill,George Hill,1986-05-04T00:00:00Z,United States of America,North America,Indianapolis,39.768611111111,-86.158055555556,George Hill San Antonio Spurs.jpg,Milwaukee Bucks,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Milwaukee_Bucks_logo.svg/1200px-Milwaukee_Bucks_logo.svg.png,Milwaukee,43.05,-87.95,guard,36.9,35,19.1,11.3,16.9,46,0.739,58,0.621,74,0.311,0.534,0.575,5,1.9,2.5,0.5,0.1,0.8,6.9,7.5,9.5,6,120.9,110.2
402,Jonathan Isaac,Jonathan Isaac,1997-10-03T00:00:00Z,United States of America,North America,The Bronx,40.84676,-73.873207,Jonathan Isaac (50639147752).jpg,Orlando Magic,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/orl.png,Orlando,28.533611111111,-81.386666666667,forward,25.5,11,11.3,21.1,7,9,0.556,38,0.421,15,0.4,0.472,0.483,5,4,0.5,1.3,0.4,0.4,9,5.5,9.5,7.6,108.3,105.3
403,Derrick Jones Jr.,Derrick Jones Jr.,1993-10-06T00:00:00Z,United States of America,North America,Chester,39.847222222222,-75.372777777778,Derrick Jones Jr.jpg,Chicago Bulls,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Chicago_Bulls_logo.svg/1200px-Chicago_Bulls_logo.svg.png,Chicago,41.85003,-87.65005,forward,26.1,64,14,14.4,9.8,84,0.738,150,0.587,80,0.338,0.559,0.597,5,2.4,0.5,0.5,0.6,0.4,7.4,5.5,7.9,5.2,123.4,106.2
404,Kenneth Lofton Jr.,Kenneth Lofton Jr.,2002-08-14T00:00:00Z,United States of America,North America,Port Arthur,29.885,-93.94,,Memphis Grizzlies,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Memphis_Grizzlies.svg/1200px-Memphis_Grizzlies.svg.png,Memphis,35.1175,-89.971111111111,forward,20.7,24,7.3,27.6,11.4,27,0.593,76,0.566,17,0.353,0.559,0.572,5,2.1,0.8,0.2,0.1,0.5,7.1,5.8,8,11.1,116.1,97.3
405,Cody Martin,Cody Martin,1995-09-28T00:00:00Z,United States of America,North America,Mocksville,35.896388888889,-80.561944444444,Cody Martin (49269234148) (cropped).jpg,Charlotte Hornets,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Charlotte_Hornets_%282014%29.svg/800px-Charlotte_Hornets_%282014%29.svg.png,Charlotte,35.226944444444,-80.843333333333,forward,27.5,7,19.1,12.9,5.2,7,0.571,22,0.5,14,0.214,0.431,0.448,5,3.4,1.6,0.6,0.1,0.3,8.4,6.6,10,6.3,108.1,109.4
406,Sam Merrill,Sam Merrill,1996-05-15T00:00:00Z,United States of America,North America,Bountiful,40.879722222222,-111.87166666667,Sam Merrill (cropped).jpg,Cleveland Cavaliers,https://upload.wikimedia.org/wikipedia/fr/0/06/Cavs_de_Cleveland_logo_2017.png,Cleveland,41.482222222222,-81.669722222222,guard,26.9,5,11.7,17.5,0,2,1,4,1,18,0.278,0.523,0.546,5,1.8,1,0.8,0,0,6.8,6,7.8,7.1,121.5,105.7
407,Blake Wesley,Blake Wesley,2003-03-16T00:00:00Z,United States of America,North America,South Bend,41.676388888889,-86.250277777778,Blake Wesley.jpg,San Antonio Spurs,https://upload.wikimedia.org/wikipedia/fr/0/0e/San_Antonio_Spurs_2018.png,San Antonio,29.425,-98.49388888888889,guard,20.1,37,18.1,18.5,23.2,44,0.591,163,0.301,52,0.385,0.367,0.393,5,2.2,2.7,0.7,0.1,1.8,7.2,7.6,9.8,6.8,80.1,113.4
408,Ousmane Dieng,Ousmane Dieng,2003-01-01T00:00:00Z,France,Europe,Villeneuve-sur-Lot,44.406944444444,0.70416666666667,,Oklahoma City Thunder,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Oklahoma_City_Thunder.svg/1200px-Oklahoma_City_Thunder.svg.png,Oklahoma City,35.4823,-97.5352,forward,19.9,39,14.6,15.9,12.5,23,0.652,83,0.602,98,0.265,0.492,0.505,4.9,2.7,1.2,0.4,0.2,0.7,7.6,6.1,8.8,6.9,103.2,110.4
409,Chimezie Metu,Chimezie Metu,1997-03-22T00:00:00Z,United States of America,North America,Los Angeles,34.05223,-118.24368,Chimezie Metu (cropped).jpg,Sacramento Kings,https://upload.wikimedia.org/wikipedia/fr/thumb/9/95/Kings_de_Sacramento_logo.svg/1200px-Kings_de_Sacramento_logo.svg.png,Sacramento,38.575277777778,-121.48611111111,forward,26.1,66,10.4,17.6,12.7,73,0.74,181,0.663,38,0.237,0.61,0.639,4.9,3,0.6,0.3,0.3,0.5,7.9,5.5,8.5,7.9,124.6,104.6
410,Eugene Omoruyi,Eugene Omoruyi,1997-02-14T00:00:00Z,Nigeria,Africa,Benin City,6.3176,5.6145,Eugene Omoruyi.jpg,Oklahoma City Thunder,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Oklahoma_City_Thunder.svg/1200px-Oklahoma_City_Thunder.svg.png,Oklahoma City,35.4823,-97.5352,forward,26.2,23,11.8,18.7,14.5,28,0.607,63,0.571,31,0.258,0.511,0.531,4.9,2.3,0.5,0.6,0,0.7,7.2,5.4,7.7,6,105.3,99.8
411,Austin Rivers,Austin Rivers,1992-08-01T00:00:00Z,United States of America,North America,Santa Monica,34.021944444444,-118.48138888889,Austin Rivers closeup.jpg,Minnesota Timberwolves,https://upload.wikimedia.org/wikipedia/fr/d/d9/Timberwolves_du_Minnesota_logo_2017.png,Minneapolis,44.981944444444444,-93.26916666666666,guard,30.7,52,19.5,10.5,9.9,39,0.769,86,0.558,123,0.35,0.538,0.564,4.9,1.6,1.4,0.5,0.1,0.4,6.5,6.3,7.9,4.6,114.5,111.9
412,Danuel House,Danuel House,1993-06-07T00:00:00Z,United States of America,North America,Houston,29.762777777778,-95.383055555556,Danuel House Jr.jpg,Philadelphia 76ers,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Philadelphia_76ers_logo.svg/1200px-Philadelphia_76ers_logo.svg.png,Philadelphia,39.952777777778,-75.163611111111,forward,29.8,56,14.4,13.8,11.6,60,0.75,87,0.644,110,0.336,0.566,0.6,4.8,1.7,0.8,0.3,0.2,0.5,6.5,5.6,7.3,5.2,115.3,109.2
413,Johnny Juzang,Johnny Juzang,2001-03-17T00:00:00Z,United States of America,North America,Los Angeles,34.05223,-118.24368,Johnny Juzang 2021.jpg,Utah Jazz,https://logodownload.org/wp-content/uploads/2021/07/utah-jazz-logo-0.png,Salt Lake City,40.75,-111.88333333333,guard,22.1,18,12.9,19.6,2.8,4,0.5,41,0.488,63,0.238,0.409,0.411,4.8,2.2,0.4,0.2,0.2,0.2,7,5.3,7.4,5,92.9,114.9
414,Meyers Leonard,Meyers Leonard,1992-02-27T00:00:00Z,United States of America,North America,Woodbridge,38.6436,-77.2608,Meyers Leonard Blazers 2013.jpg,Milwaukee Bucks,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Milwaukee_Bucks_logo.svg/1200px-Milwaukee_Bucks_logo.svg.png,Milwaukee,43.05,-87.95,forward,31.1,9,12.6,14.4,17,9,0.889,11,0.636,18,0.389,0.603,0.652,4.8,3.8,0.1,0.2,0,0.7,8.6,4.9,8.7,3.9,123.2,99.3
415,Garrison Mathews,Garrison Mathews,1996-10-24T00:00:00Z,United States of America,North America,Franklin,35.929166666667,-86.8575,Garrison Mathews 2020.jpg,Houston Rockets,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Rockets.svg/1200px-Houston_Rockets.svg.png,Houston,29.762777777778,-95.383055555556,guard,26.5,45,13.4,14.3,9.6,45,0.911,15,0.467,155,0.342,0.509,0.564,4.8,1.4,0.5,0.5,0.1,0.4,6.1,5.3,6.6,4.5,117,113.6
416,Garrison Mathews,Garrison Mathews,1996-10-24T00:00:00Z,United States of America,North America,Franklin,35.929166666667,-86.8575,Garrison Mathews 2020.jpg,Atlanta Hawks,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Atlanta_Hawks_logo.svg/1200px-Atlanta_Hawks_logo.svg.png,Atlanta,33.756944444444,-84.390277777778,guard,26.5,9,9.4,17.7,3.1,8,0.875,6,0.5,25,0.4,0.581,0.623,4.8,1.2,0.3,0.1,0.1,0.1,6,5.1,6.3,5.1,128.9,113.9
417,Moses Moody,Moses Moody,2002-05-31T00:00:00Z,United States of America,North America,Little Rock,34.736111111111,-92.331111111111,Moses Moody White House 2023.jpg,Golden State Warriors,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Golden_State_Warriors_logo.svg/1200px-Golden_State_Warriors_logo.svg.png,San Francisco,37.7775,-122.41638888888889,guard,20.9,63,13,14.6,13,53,0.698,92,0.641,135,0.363,0.584,0.603,4.8,1.7,0.8,0.3,0.1,0.5,6.5,5.6,7.3,5.8,116,113.6
418,Christian Braun,Christian Braun,2001-04-17T00:00:00Z,United States of America,North America,Burlington,38.1944,-95.7456,,Denver Nuggets,https://upload.wikimedia.org/wikipedia/fr/3/35/Nuggets_de_Denver_2018.png,Denver,39.739166666667,-104.98472222222,guard,22,76,15.5,13,10.8,64,0.625,193,0.565,96,0.354,0.554,0.568,4.7,2.4,0.8,0.5,0.2,0.5,7.1,5.5,7.9,5.4,114.7,108.9
419,Keon Johnson,Keon Johnson,1995-09-29T00:00:00Z,United States of America,North America,Shelbyville,35.4889,-86.4522,Keon Johnson.jpg,Portland Trail Blazers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/por.png,Portland,45.516666666667,-122.66666666667,guard,21.1,40,10.4,25,19.4,41,0.659,97,0.402,81,0.346,0.455,0.482,4.7,1.1,1.5,0.5,0.2,1.1,5.8,6.2,7.3,7.6,93.3,111.5
420,Chuma Okeke,Chuma Okeke,1998-08-18T00:00:00Z,United States of America,North America,Atlanta,33.756944444444,-84.390277777778,Chuma Okeke.jpg,Orlando Magic,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/orl.png,Orlando,28.533611111111,-81.386666666667,forward,24.6,27,19.2,12.3,12.2,21,0.762,36,0.472,86,0.302,0.459,0.488,4.7,3.6,1.4,0.7,0.4,0.6,8.3,6.1,9.7,6,107.4,108.7
421,Day'Ron Sharpe,Day'Ron Sharpe,2001-11-06T00:00:00Z,United States of America,North America,Greenville,35.601666666667,-77.3725,Dayron Sharpe (51833854120) (cropped).jpg,Brooklyn Nets,https://logodownload.org/wp-content/uploads/2021/04/brooklyn-nets-logo-2.png,Brooklyn,40.692777777778,-73.990277777778,forward,21.4,48,11.5,19,19.7,55,0.636,160,0.544,11,0.545,0.561,0.581,4.7,4.2,0.8,0.3,0.7,0.9,8.9,5.5,9.7,8.7,120,99.3
422,Dean Wade,Dean Wade,1996-11-20T00:00:00Z,United States of America,North America,Wichita,37.688888888889,-97.336111111111,Dean Wade (48884853578) (cropped).jpg,Cleveland Cavaliers,https://upload.wikimedia.org/wikipedia/fr/0/06/Cavs_de_Cleveland_logo_2017.png,Cleveland,41.482222222222,-81.669722222222,forward,26.4,44,20.3,10.2,8.7,23,0.652,50,0.56,127,0.354,0.54,0.55,4.7,3.4,0.8,0.6,0.5,0.4,8.1,5.5,8.9,4.6,113.4,102.7
423,TyTy Washington,TyTy Washington,2001-11-15T00:00:00Z,United States of America,North America,Phoenix,33.44833333333333,-112.07388888888889,TyTy Washington (cropped).jpg,Houston Rockets,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Rockets.svg/1200px-Houston_Rockets.svg.png,Houston,29.762777777778,-95.383055555556,guard,21.4,31,14,17.4,8,18,0.556,80,0.488,80,0.238,0.422,0.432,4.7,1.5,1.5,0.5,0.1,0.5,6.1,6.2,7.6,6.3,98.5,116.4
